p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SLC26A2	0	0.955140037968856	0.278	0.093	0	Endo	SLC26A2
TCAF2	0	0.954992700024753	0.267	0.081	0	Endo	TCAF2
MMRN2	0	0.954626524554768	0.267	0.04	0	Endo	MMRN2
LAMA5	0	0.953507511575826	0.35	0.1	0	Endo	LAMA5
LEF1	0	0.948425890668375	0.657	0.428	0	Endo	LEF1
SWAP70	0	0.948203637008517	0.463	0.245	0	Endo	SWAP70
ADAM15	0	0.946794095164347	0.274	0.047	0	Endo	ADAM15
TCN2	0	0.943097501506335	0.288	0.075	0	Endo	TCN2
IL13RA1	0	0.940140023154223	0.328	0.104	0	Endo	IL13RA1
CTNNB1	0	0.93722185273277	0.658	0.449	0	Endo	CTNNB1
MFAP3	0	0.933409534116544	0.302	0.09	0	Endo	MFAP3
CALM1	0	0.93199205055294	0.586	0.369	0	Endo	CALM1
RNF19A	0	0.93022536959205	0.537	0.345	0	Endo	RNF19A
FAM89A	0	0.928935808914009	0.283	0.055	0	Endo	FAM89A
RPS6KA2	0	0.924793657449575	0.68	0.501	0	Endo	RPS6KA2
SMARCA2	0	0.923061239521891	0.613	0.431	0	Endo	SMARCA2
TBC1D12	0	0.921452168559064	0.428	0.217	0	Endo	TBC1D12
ST3GAL1	0	0.921132598645907	0.412	0.185	0	Endo	ST3GAL1
XPR1	0	0.912741618365716	0.53	0.319	0	Endo	XPR1
FEZ2	0	0.912091899327378	0.466	0.251	0	Endo	FEZ2
ATP9A	0	0.906223436339064	0.431	0.211	0	Endo	ATP9A
IER2	0	0.899809817293146	0.318	0.115	0	Endo	IER2
IQGAP1	0	0.89576386294767	0.596	0.395	0	Endo	IQGAP1
LIMK2	0	0.895076899484033	0.311	0.114	0	Endo	LIMK2
SLCO3A1	0	0.8948160434544	0.597	0.324	0	Endo	SLCO3A1
MTUS1	0	0.891829775749355	0.721	0.565	0	Endo	MTUS1
UVRAG	0	0.891779603393595	0.626	0.446	0	Endo	UVRAG
STX3	0	0.889269576585003	0.268	0.047	0	Endo	STX3
PIP5K1C	0	0.88742861836381	0.384	0.18	0	Endo	PIP5K1C
FRYL	0	0.884950314078582	0.738	0.591	0	Endo	FRYL
NKTR	0	0.882787156963191	0.755	0.612	0	Endo	NKTR
APP	0	0.880912743030824	0.768	0.609	0	Endo	APP
ALPL	0	0.880714490666554	0.253	0.061	0	Endo	ALPL
PDCD4	0	0.880052477791739	0.366	0.172	0	Endo	PDCD4
MYL12B	0	0.873540006899574	0.36	0.164	0	Endo	MYL12B
CD2AP	0	0.873351483360306	0.438	0.232	0	Endo	CD2AP
SKAP2	0	0.872593736803949	0.268	0.07	0	Endo	SKAP2
NES	0	0.872101673472546	0.251	0.058	0	Endo	NES
PDGFC	0	0.870008819671753	0.306	0.116	0	Endo	PDGFC
IFI44	0	0.869680371822466	0.345	0.136	0	Endo	IFI44
SCAMP1	0	0.868615158385393	0.388	0.184	0	Endo	SCAMP1
PARP9	0	0.865583373949141	0.393	0.189	0	Endo	PARP9
IKBKB	0	0.861619005039254	0.43	0.221	0	Endo	IKBKB
PREX1	0	0.856621852222281	0.3	0.103	0	Endo	PREX1
CCDC85B	0	0.854752489466406	0.298	0.1	0	Endo	CCDC85B
ELK3	0	0.853626390211544	0.261	0.06	0	Endo	ELK3
CCDC149	0	0.85178144019074	0.326	0.13	0	Endo	CCDC149
FOSL2	0	0.851439975031123	0.512	0.277	0	Endo	FOSL2
PLEKHA7	0	0.851063680044423	0.334	0.136	0	Endo	PLEKHA7
MYH9	0	0.841706588982225	0.632	0.45	0	Endo	MYH9
PRTG	0	0.838771080625544	0.253	0.081	0	Endo	PRTG
RFX3	0	0.836950134108668	0.648	0.485	0	Endo	RFX3
SLC31A1	0	0.831755073455864	0.255	0.068	0	Endo	SLC31A1
SMAD7	0	0.829222628810677	0.279	0.102	0	Endo	SMAD7
DDX60L	0	0.825989594100931	0.277	0.098	0	Endo	DDX60L
NOD1	0	0.825365507521721	0.353	0.133	0	Endo	NOD1
KANK1	0	0.822895510166187	0.425	0.186	0	Endo	KANK1
KLHL2	0	0.807326057077721	0.364	0.157	0	Endo	KLHL2
SAT1	0	0.795887636936906	0.701	0.472	0	Endo	SAT1
CDC37	0	0.785072447416673	0.353	0.158	0	Endo	CDC37
AFAP1L2	0	0.763725204874752	0.346	0.141	0	Endo	AFAP1L2
RAPGEF4	0	0.723977872025216	0.693	0.503	0	Endo	RAPGEF4
SHROOM1	0	0.723789640135824	0.266	0.087	0	Endo	SHROOM1
ARHGAP26	0	0.71050603356388	0.795	0.658	0	Endo	ARHGAP26
TACC1	0	0.703410133553834	0.908	0.828	0	Endo	TACC1
TRIO	0	0.685634049519972	0.825	0.745	0	Endo	TRIO
COBLL1	0	0.648624904833424	0.856	0.729	0	Endo	COBLL1
PAQR5	0	0.589305799563292	0.323	0.087	0	Endo	PAQR5
MYRIP	0	0.573257266741351	0.811	0.233	0	Endo	MYRIP
MACF1	0	0.5664160153307	0.876	0.832	0	Endo	MACF1
ADAMTS9	0	0.264427885228023	0.533	0.27	0	Endo	ADAMTS9
KAT6A	7.34120110951312e-307	0.750201612712837	0.67	0.525	1.1052178270372e-302	Endo	KAT6A
CAPZA2	2.28522735478552e-303	0.834464186050111	0.433	0.235	3.4404097826296e-299	Endo	CAPZA2
CDK6	3.48403770803148e-303	0.806935954162149	0.3	0.116	5.24521876944139e-299	Endo	CDK6
MCL1	1.27328531131925e-302	0.838329218494499	0.396	0.2	1.91693103619113e-298	Endo	MCL1
LDLR	1.40917131006336e-302	0.765931490243032	0.264	0.092	2.12150740730039e-298	Endo	LDLR
ATOH8	7.31649214810114e-301	0.820422993959868	0.255	0.088	1.10149789289663e-296	Endo	ATOH8
OSBPL10	9.15936371448086e-301	0.850029934795645	0.302	0.119	1.37894220721509e-296	Endo	OSBPL10
TSPAN5	4.55300634260603e-300	0.798295689657631	0.574	0.356	6.85455104879337e-296	Endo	TSPAN5
LMCD1	3.15955762317274e-299	0.657875711326955	0.267	0.091	4.75671400168656e-295	Endo	LMCD1
HIVEP1	3.00730527559922e-298	1.08736198510005	0.455	0.263	4.52749809241463e-294	Endo	HIVEP1
IL6ST	1.91457104538068e-297	0.834973445451108	0.532	0.344	2.88238670882062e-293	Endo	IL6ST
ST3GAL6	2.63353857816909e-297	0.734683178595432	0.385	0.175	3.96479232943356e-293	Endo	ST3GAL6
GLIS3	2.27113832522799e-295	0.916975024887479	0.503	0.289	3.41919874863074e-291	Endo	GLIS3
CALCRL	1.43759868516787e-290	1.01932399131751	0.312	0.131	2.16430482052023e-286	Endo	CALCRL
AAK1	1.29658811481383e-289	0.814671235012993	0.602	0.436	1.95201340685223e-285	Endo	AAK1
KLF6	8.30505207305981e-285	0.980832294359861	0.548	0.371	1.25032558959915e-280	Endo	KLF6
IFI44L	5.52465189968354e-284	0.941932479730723	0.32	0.139	8.31736343497357e-280	Endo	IFI44L
TPT1	1.06283792575653e-281	0.871802690419462	0.516	0.331	1.60010249722646e-277	Endo	TPT1
BCAR3	7.02279419002947e-281	0.740263470245253	0.381	0.185	1.05728166530894e-276	Endo	BCAR3
RALGAPA1	1.3923302830644e-278	0.828618521871706	0.728	0.649	2.09615324115345e-274	Endo	RALGAPA1
SPTAN1	1.01963423287334e-277	0.807423195214145	0.533	0.352	1.53505933759081e-273	Endo	SPTAN1
FAT4	3.99702426318399e-277	0.949081922564573	0.378	0.191	6.0175200282235e-273	Endo	FAT4
CYLD	7.00599046224437e-277	0.799206213304023	0.374	0.19	1.05475186409089e-272	Endo	CYLD
MGAT5	5.33632665312642e-276	0.741762589148877	0.608	0.423	8.03383977628183e-272	Endo	MGAT5
SYNE2	1.06981648567608e-268	0.619735749084434	0.786	0.668	1.61060871918534e-264	Endo	SYNE2
WDFY1	3.30339305290717e-268	0.81484794817102	0.394	0.211	4.97325824115174e-264	Endo	WDFY1
PLSCR4	6.8172419962737e-267	0.914772169170371	0.506	0.335	1.02633578253901e-262	Endo	PLSCR4
MBNL1	3.53339521814452e-266	0.704040997032961	0.783	0.699	5.31952650091657e-262	Endo	MBNL1
GNAS	1.31548356091735e-265	0.69821889844438	0.697	0.561	1.98046050096107e-261	Endo	GNAS
HDGFL3	1.70308187469819e-265	0.758367750447876	0.393	0.205	2.56398976235813e-261	Endo	HDGFL3
B4GALT1	3.07899343209564e-265	0.768548437794392	0.302	0.129	4.63542461201999e-261	Endo	B4GALT1
NOTCH1	9.27974798914919e-265	0.692770977642754	0.341	0.157	1.39706605976641e-260	Endo	NOTCH1
TBC1D22A	8.98140369407213e-263	0.718820711219515	0.686	0.56	1.35215032614256e-258	Endo	TBC1D22A
MAGI1	9.23296078131026e-262	0.860602758720868	0.681	0.537	1.39002224562626e-257	Endo	MAGI1
FDPS	4.26885153055978e-260	0.705416340395201	0.346	0.166	6.42675597925775e-256	Endo	FDPS
NDRG1	1.85601662421689e-259	0.886766725240198	0.454	0.256	2.79423302775853e-255	Endo	NDRG1
H3F3B	7.86606009343385e-257	0.745008863607063	0.583	0.396	1.18423534706647e-252	Endo	H3F3B
EIF1	3.01133535640149e-256	0.797062205202488	0.543	0.364	4.53356537906245e-252	Endo	EIF1
STAT3	6.07418654843639e-256	0.572687046469726	0.725	0.577	9.14468784867098e-252	Endo	STAT3
PIAS2	1.90844452003925e-255	0.88788405669906	0.454	0.283	2.87316322491909e-251	Endo	PIAS2
EXOC6B	2.55926360978724e-254	0.689578194741118	0.759	0.666	3.85297136453469e-250	Endo	EXOC6B
RPS6	2.20758222334614e-253	0.806636371296447	0.355	0.178	3.32351503724761e-249	Endo	RPS6
ABCG1	6.32200322757198e-253	0.750228795827065	0.253	0.097	9.51777585910961e-249	Endo	ABCG1
ACTG1	7.21388344781632e-252	0.829937180079324	0.517	0.334	1.08605015306875e-247	Endo	ACTG1
ARRDC3	1.17358150542581e-246	0.964002258554397	0.275	0.119	1.76682695641856e-242	Endo	ARRDC3
CCSER2	1.27634766018608e-244	0.775639287600281	0.598	0.446	1.92154140241015e-240	Endo	CCSER2
ERO1A	4.22515049798076e-243	0.904336460946851	0.309	0.145	6.36096407471004e-239	Endo	ERO1A
TSPAN9	8.63506333925249e-243	0.710339086530041	0.482	0.292	1.30000878572446e-238	Endo	TSPAN9
ACTN4	8.73780060150497e-243	0.634715269070783	0.613	0.441	1.31547588055657e-238	Endo	ACTN4
QKI	3.45787147503477e-241	0.582728427592977	0.805	0.743	5.20582550566484e-237	Endo	QKI
TNFRSF10B	1.58208104012063e-239	0.736466623176323	0.286	0.126	2.38182300590161e-235	Endo	TNFRSF10B
FAM49B	2.869679670944e-237	0.743764800803978	0.327	0.158	4.3203027446062e-233	Endo	FAM49B
RHOC	2.81017594457592e-236	0.730457620595474	0.303	0.14	4.23071988455905e-232	Endo	RHOC
MLEC	7.73531997641833e-236	0.750222124957373	0.308	0.148	1.16455242244978e-231	Endo	MLEC
PRR5L	4.95238493376476e-233	0.628279347312483	0.266	0.109	7.45581551778285e-229	Endo	PRR5L
SUSD6	7.12760549267018e-233	0.781570856265659	0.51	0.345	1.0730610069215e-228	Endo	SUSD6
MGAT1	1.89512971855542e-232	0.809917603308771	0.361	0.196	2.85311779128519e-228	Endo	MGAT1
RALGAPA2	1.05862182445356e-231	1.47004694831504	0.487	0.354	1.59375515671483e-227	Endo	RALGAPA2
CCNL1	9.33194115575427e-231	0.756719684789741	0.467	0.299	1.40492374099881e-226	Endo	CCNL1
SERPINB9	7.30448421450407e-228	0.598690471761585	0.263	0.113	1.09969009849359e-223	Endo	SERPINB9
MRPL1	7.58329767909278e-228	0.8412357436537	0.333	0.169	1.14166546558742e-223	Endo	MRPL1
HSP90AB1	2.57668708424457e-227	0.807039643727401	0.575	0.416	3.8792024053302e-223	Endo	HSP90AB1
CERK	1.37293685544194e-226	0.718802197855465	0.291	0.136	2.06695643586783e-222	Endo	CERK
CAVIN1	3.66380135392455e-222	0.617501009890496	0.297	0.138	5.51585293833341e-218	Endo	CAVIN1
DAP	6.03166466312757e-221	0.699560908443765	0.299	0.142	9.08067115033856e-217	Endo	DAP
UBE2J1	2.53618662645516e-218	0.705139651007396	0.317	0.16	3.81822896612824e-214	Endo	UBE2J1
CARD8	2.60164048512312e-218	0.687945306004953	0.301	0.146	3.91676975035285e-214	Endo	CARD8
GBP2	4.89455848093528e-217	0.675544479798362	0.251	0.105	7.36875779304807e-213	Endo	GBP2
LCORL	1.57468283881977e-216	0.732409992501138	0.429	0.256	2.37068501384317e-212	Endo	LCORL
LGALS3	6.71136059281785e-213	0.739782822686437	0.334	0.176	1.01039533724873e-208	Endo	LGALS3
SRGAP2	1.13511504633436e-212	0.668680686540625	0.548	0.392	1.70891570225639e-208	Endo	SRGAP2
DGKH	1.5737425886564e-212	0.644609570965854	0.54	0.363	2.36926946722221e-208	Endo	DGKH
WSB1	3.28398521378837e-212	0.568711367985983	0.72	0.613	4.94403973935839e-208	Endo	WSB1
EOGT	3.67596151391803e-212	0.612202424241628	0.262	0.115	5.53416005920359e-208	Endo	EOGT
SLC12A6	4.25508791648632e-211	0.674825318343887	0.288	0.136	6.40603485827015e-207	Endo	SLC12A6
ANKRD12	1.98437492448329e-210	0.586556730115959	0.737	0.643	2.98747644880959e-206	Endo	ANKRD12
GAPDH	2.87888291755527e-210	0.71628623592069	0.519	0.345	4.33415823237945e-206	Endo	GAPDH
RASSF3	4.45790658964553e-210	0.619119369761518	0.285	0.131	6.71137837071135e-206	Endo	RASSF3
FZD6	9.13382770229392e-210	0.62487719061165	0.256	0.112	1.37509776058035e-205	Endo	FZD6
SRGAP2B	4.1957785285389e-208	0.700140756273314	0.376	0.216	6.31674457471531e-204	Endo	SRGAP2B
RPS6KA5	1.70147211440183e-207	0.879142423667966	0.327	0.171	2.56156626823196e-203	Endo	RPS6KA5
MYL12A	4.56454751397563e-207	0.671905187618662	0.274	0.126	6.87192628229031e-203	Endo	MYL12A
PREX2	1.0673828257808e-206	0.699641555889197	0.617	0.465	1.606944844213e-202	Endo	PREX2
ZNRF1	1.8567596710421e-204	0.649358669420675	0.31	0.154	2.79535168475388e-200	Endo	ZNRF1
SFMBT2	3.80537799336057e-204	0.743312716833823	0.437	0.268	5.72899656900434e-200	Endo	SFMBT2
AGTPBP1	1.43755123670096e-203	0.75137081585895	0.386	0.224	2.1642333868533e-199	Endo	AGTPBP1
FNBP1L	3.66574855524999e-203	0.63752021231667	0.34	0.176	5.51878444992886e-199	Endo	FNBP1L
LUZP1	3.35365171520336e-199	0.661047078196924	0.419	0.256	5.04892265723866e-195	Endo	LUZP1
RTN1	4.3491091551577e-197	0.702505300575066	0.468	0.3	6.54758383308992e-193	Endo	RTN1
PRKD2	1.03973301496993e-196	0.624389451047203	0.251	0.112	1.56531805403723e-192	Endo	PRKD2
TMPO	1.4034217756529e-196	0.618687692520072	0.28	0.135	2.11285148324543e-192	Endo	TMPO
SP100	6.4088696177276e-196	0.678045367223844	0.582	0.443	9.6485532094889e-192	Endo	SP100
TUBA1B	6.48269275846473e-196	0.687679381471196	0.449	0.282	9.75969394786866e-192	Endo	TUBA1B
DIAPH1	2.36824404834801e-195	0.608281188720102	0.252	0.112	3.56539141478793e-191	Endo	DIAPH1
ZKSCAN1	9.99991271243417e-195	0.771625982788511	0.483	0.341	1.50548685885696e-190	Endo	ZKSCAN1
ADAM10	2.97811968789547e-194	0.645046753370001	0.559	0.414	4.48355919012662e-190	Endo	ADAM10
PRKD3	3.5015432057336e-193	0.670153336112193	0.404	0.246	5.27157329623193e-189	Endo	PRKD3
FCHO2	6.28760557823613e-193	0.670882123370921	0.544	0.407	9.46599019803449e-189	Endo	FCHO2
BCR	5.73275563558057e-191	0.662924137074635	0.342	0.186	8.63066360936654e-187	Endo	BCR
DNAJA1	3.66703238626946e-190	0.720323309542386	0.35	0.2	5.52071725752867e-186	Endo	DNAJA1
MSRA	1.2739265859651e-188	0.667681800996285	0.403	0.239	1.91789647517046e-184	Endo	MSRA
MARCH3	5.5938193053389e-188	0.680870950458532	0.317	0.163	8.42149496418772e-184	Endo	MARCH3
SOS1	1.74043656452281e-186	0.598738473894076	0.666	0.551	2.62022724788909e-182	Endo	SOS1
DENND3	1.63581300263757e-184	0.531137582383419	0.438	0.259	2.46271647547086e-180	Endo	DENND3
STAT1	1.17562567016824e-183	0.652982725403077	0.263	0.125	1.76990444643829e-179	Endo	STAT1
SMCHD1	3.0889932402101e-183	0.645381858783121	0.663	0.572	4.65047932313631e-179	Endo	SMCHD1
GNG11	6.68475286252826e-183	0.67371746609891	0.323	0.173	1.00638954345363e-178	Endo	GNG11
MIDN	1.63649914758007e-181	0.666701473797087	0.341	0.193	2.4637494666818e-177	Endo	MIDN
RYBP	2.71496303635846e-179	0.66143186774489	0.393	0.239	4.08737685123767e-175	Endo	RYBP
SORBS1	2.85988943944062e-179	0.341920032897103	0.814	0.592	4.30556355107786e-175	Endo	SORBS1
TINAGL1	6.35991441991982e-178	0.529231211081554	0.263	0.122	9.57485115918928e-174	Endo	TINAGL1
MYEF2	4.38997598433412e-177	0.591970828208213	0.277	0.138	6.60910884441501e-173	Endo	MYEF2
SMURF2	1.28582501308076e-176	0.675030610960071	0.468	0.319	1.93580955719308e-172	Endo	SMURF2
ARAP2	1.00311749091166e-175	0.57756104758838	0.306	0.157	1.5101933825675e-171	Endo	ARAP2
SYPL1	1.56147012351985e-175	0.589042277062613	0.289	0.148	2.35079327095913e-171	Endo	SYPL1
ITGB1	1.5702787470576e-174	0.60290688032942	0.494	0.35	2.36405465369521e-170	Endo	ITGB1
PPP4R1	2.01547095867788e-174	0.640777212091208	0.393	0.245	3.03429152828955e-170	Endo	PPP4R1
MALT1	5.58953313498797e-174	0.631030821220114	0.321	0.177	8.4150421347244e-170	Endo	MALT1
TBC1D9	9.06147423618344e-174	0.643698075424903	0.305	0.165	1.36420494625742e-169	Endo	TBC1D9
POMP	2.12747330563887e-173	0.624235292357911	0.291	0.152	3.20291106163932e-169	Endo	POMP
IFNAR1	3.83717241794505e-173	0.613347660532089	0.338	0.194	5.77686307521628e-169	Endo	IFNAR1
DENND1A	2.1047225578481e-172	0.601353525063355	0.694	0.619	3.16865981084031e-168	Endo	DENND1A
MAGI3	2.2061568049971e-172	0.631165646761623	0.513	0.362	3.32136906992313e-168	Endo	MAGI3
HSPA1A	4.74286688927358e-171	1.12796282473869	0.428	0.291	7.14038610180137e-167	Endo	HSPA1A
MYO10	9.58892377619185e-171	0.485444539741437	0.565	0.381	1.44361247450568e-166	Endo	MYO10
PRKCE	2.66195906045216e-169	0.670927788286103	0.528	0.386	4.00757936551073e-165	Endo	PRKCE
YBX3	1.06370343557817e-167	0.602482750842847	0.525	0.379	1.60140552226293e-163	Endo	YBX3
KIF5B	3.7915817059542e-167	0.627435912442441	0.446	0.304	5.70822625831404e-163	Endo	KIF5B
RAP1B	4.28744380139161e-167	0.60686086579209	0.595	0.483	6.45474664299507e-163	Endo	RAP1B
RNF145	1.86482761730865e-163	0.721291196697617	0.426	0.294	2.80749797785817e-159	Endo	RNF145
TBCD	2.0777809235562e-163	0.67330757099057	0.41	0.269	3.12809918041386e-159	Endo	TBCD
STARD8	2.39350378572119e-163	0.535013313904504	0.303	0.16	3.60341994940326e-159	Endo	STARD8
GUK1	1.42313271909902e-161	0.583795562438695	0.295	0.159	2.14252630860358e-157	Endo	GUK1
ACER3	4.36520781806395e-161	0.701800752455506	0.398	0.257	6.57182037009527e-157	Endo	ACER3
SMG1	7.08239591684186e-160	0.751977147365259	0.543	0.435	1.06625470528054e-155	Endo	SMG1
ZC3HAV1	1.07245511773746e-158	0.617652508594427	0.352	0.212	1.61458117975375e-154	Endo	ZC3HAV1
NECTIN2	2.19902389664546e-158	0.605851999311332	0.343	0.203	3.31063047639973e-154	Endo	NECTIN2
BNIP2	2.79592286222562e-158	0.533055295459132	0.287	0.154	4.20926186908067e-154	Endo	BNIP2
TCF12	5.4810234154287e-158	0.468509743824856	0.801	0.77	8.25168075192791e-154	Endo	TCF12
VTI1A	2.65132408031178e-157	0.588388865465427	0.673	0.581	3.99156840290939e-153	Endo	VTI1A
HSPA8	8.77588685033377e-157	0.683196581993519	0.338	0.201	1.32120976531775e-152	Endo	HSPA8
SRGAP2C	2.97629093081055e-155	0.607349784112139	0.339	0.205	4.48080599633528e-151	Endo	SRGAP2C
FCHSD2	7.83006978387629e-155	0.467142713976773	0.697	0.596	1.17881700596258e-150	Endo	FCHSD2
VGLL4	1.98783001413954e-154	0.631468339521691	0.528	0.388	2.99267808628707e-150	Endo	VGLL4
PPP3CC	6.60014647098429e-154	0.639258841468172	0.567	0.454	9.93652051206685e-150	Endo	PPP3CC
CSNK1A1	1.17133740631916e-153	0.502245029721128	0.723	0.659	1.7634484652135e-149	Endo	CSNK1A1
WWC3	1.00868033967684e-152	0.574501498038873	0.292	0.161	1.51856825138348e-148	Endo	WWC3
RPL3	1.16664235784544e-152	0.632185413603245	0.295	0.163	1.75638006973631e-148	Endo	RPL3
ACTN1	1.63746873754825e-152	0.586071091569393	0.46	0.318	2.46520918437889e-148	Endo	ACTN1
PDLIM5	1.76761763765022e-152	0.485241246440762	0.56	0.425	2.66114835348241e-148	Endo	PDLIM5
FOXN3	1.6949958766005e-151	0.591714616878124	0.655	0.546	2.55181629222205e-147	Endo	FOXN3
ACTB	3.97455415754507e-151	0.347832048132528	0.643	0.509	5.98369128418411e-147	Endo	ACTB
CCDC186	1.31607861185837e-149	0.567096169126273	0.303	0.172	1.98135635015277e-145	Endo	CCDC186
FAM171A1	3.27375865111528e-149	0.591677866954153	0.273	0.146	4.92864364925405e-145	Endo	FAM171A1
ZNF385D	3.78317928581542e-149	0.78591854323037	0.285	0.153	5.69557641479511e-145	Endo	ZNF385D
DNM2	7.52547850372507e-148	0.673016029860993	0.477	0.353	1.13296078873581e-143	Endo	DNM2
WDR60	7.5288074951622e-147	0.702355504254731	0.526	0.417	1.13346196839667e-142	Endo	WDR60
GALNT17	6.48458729023578e-143	0.729354141799101	0.31	0.176	9.76254616544996e-139	Endo	GALNT17
GADD45B	2.86702577726991e-142	0.630240440055559	0.297	0.166	4.31630730767985e-138	Endo	GADD45B
KDM7A	3.72686731537377e-142	0.600704083932143	0.344	0.213	5.6107987432952e-138	Endo	KDM7A
RBM17	8.51871200285129e-142	0.508505396766919	0.415	0.273	1.28249209202926e-137	Endo	RBM17
PRKX	1.13227919199017e-140	0.581939114780476	0.342	0.208	1.7046463235412e-136	Endo	PRKX
PPP2R2A	1.2249149358963e-140	0.58861536085127	0.497	0.374	1.84410943599188e-136	Endo	PPP2R2A
TUBB6	4.44691843532908e-139	0.544428630600251	0.323	0.192	6.69483570438793e-135	Endo	TUBB6
PDCD6IP	4.88915201864917e-139	0.58901937762823	0.455	0.332	7.36061836407632e-135	Endo	PDCD6IP
ABR	5.0130348708062e-138	0.633785371789082	0.421	0.293	7.54712399799874e-134	Endo	ABR
SRPK2	5.73914487536902e-138	0.549379728926279	0.657	0.562	8.64028260986806e-134	Endo	SRPK2
SLC25A29	6.67569909055607e-137	0.579762410839167	0.301	0.177	1.00502649808322e-132	Endo	SLC25A29
FUT8	8.07826284735421e-137	0.680870555113715	0.428	0.303	1.21618247166918e-132	Endo	FUT8
ITSN2	3.58903431341339e-136	0.554426660916904	0.595	0.487	5.40329115884386e-132	Endo	ITSN2
TPK1	1.23047039241619e-134	0.617071055290626	0.292	0.168	1.85247317578257e-130	Endo	TPK1
CASP4	1.42115019259021e-134	0.482456007546368	0.256	0.136	2.13954161494456e-130	Endo	CASP4
CLIC4	9.94475771500944e-134	0.671762207022758	0.558	0.438	1.49718327399467e-129	Endo	CLIC4
TMEM204	1.01133340786487e-133	0.517237022838941	0.325	0.193	1.52256244554057e-129	Endo	TMEM204
PGK1	1.67838528883861e-133	0.541661916131943	0.322	0.195	2.52680905234653e-129	Endo	PGK1
KANK3	2.26721685240633e-133	0.445933294479399	0.414	0.266	3.41329497129774e-129	Endo	KANK3
ITGA5	4.77031023477053e-133	0.507125537188928	0.284	0.159	7.18170205844703e-129	Endo	ITGA5
TUBB4B	5.024718872582e-133	0.583816714642541	0.275	0.153	7.56471426267221e-129	Endo	TUBB4B
ZMYND8	8.44153055614973e-133	0.67064781184571	0.453	0.33	1.27087242522834e-128	Endo	ZMYND8
ELF2	2.70273833783993e-132	0.457619286433111	0.705	0.621	4.06897256761802e-128	Endo	ELF2
ME3	1.40345842030903e-130	0.582920065452451	0.287	0.167	2.11290665177524e-126	Endo	ME3
FLOT1	1.91960554002055e-130	0.52206254020397	0.291	0.167	2.88996614050093e-126	Endo	FLOT1
CDC14A	2.87790112326881e-129	0.547755124223082	0.385	0.252	4.33268014108119e-125	Endo	CDC14A
LDHA	3.20722064853236e-129	0.58193491162915	0.271	0.153	4.82847068636547e-125	Endo	LDHA
SHISA5	1.07442345108495e-128	0.520213340197051	0.282	0.162	1.6175445056084e-124	Endo	SHISA5
SIPA1L2	1.41615748177119e-128	0.30288806714785	0.377	0.225	2.13202508880652e-124	Endo	SIPA1L2
FBXO34	1.27818011572744e-126	0.628247407462242	0.36	0.235	1.92430016422766e-122	Endo	FBXO34
RBFOX2	3.36006587478369e-126	0.451007198856441	0.726	0.67	5.05857917448685e-122	Endo	RBFOX2
PTPN12	4.44399306880859e-126	0.507498097386962	0.611	0.516	6.69043156509133e-122	Endo	PTPN12
UBA6	3.45636605835412e-125	0.562761514067083	0.374	0.25	5.20355910085213e-121	Endo	UBA6
BCL2L1	1.0368908065799e-124	0.578049654110069	0.469	0.35	1.56103910930603e-120	Endo	BCL2L1
RPL10	1.26755262715285e-122	0.616593104377528	0.431	0.312	1.90830048017862e-118	Endo	RPL10
ETS1	3.62952622872572e-122	0.548971180951071	0.462	0.33	5.46425173734657e-118	Endo	ETS1
CFL1	5.85307296046415e-121	0.529261422824433	0.315	0.192	8.81180134197878e-117	Endo	CFL1
PLEKHA1	8.76079385614166e-121	0.534154975355359	0.343	0.221	1.31893751504213e-116	Endo	PLEKHA1
PALM	2.07882458561973e-120	0.505845359484997	0.289	0.17	3.12967041365051e-116	Endo	PALM
TUBB	4.23128258511687e-120	0.515946496633707	0.271	0.155	6.37019593189344e-116	Endo	TUBB
RPL29	5.08579357733257e-120	0.551957652947309	0.301	0.183	7.65666223067418e-116	Endo	RPL29
XRN2	1.48865653672905e-119	0.548073630529118	0.409	0.291	2.24117241604559e-115	Endo	XRN2
KLF7	2.54695255326951e-119	0.541559483227802	0.412	0.284	3.83443706894725e-115	Endo	KLF7
RPL28	3.68469874944756e-119	0.598826285163166	0.357	0.237	5.5473139672933e-115	Endo	RPL28
RPS27A	2.3541590687583e-118	0.580340188750948	0.304	0.186	3.54418647801562e-114	Endo	RPS27A
ZNF385B	8.68546118035879e-118	0.620225909877917	0.376	0.247	1.30759618070302e-113	Endo	ZNF385B
KBTBD2	8.25481426704169e-117	0.500526370637316	0.268	0.157	1.24276228790313e-112	Endo	KBTBD2
CAMTA1	7.39227415920919e-116	0.505242710771408	0.582	0.476	1.11290687466894e-111	Endo	CAMTA1
KMT2E	1.07863468255207e-113	0.482398692919412	0.69	0.642	1.62388451458214e-109	Endo	KMT2E
BAIAP2L1	2.34249360253296e-113	0.521977028711256	0.284	0.169	3.52662411861338e-109	Endo	BAIAP2L1
ZBTB38	7.24877477462211e-111	0.418437132119438	0.635	0.534	1.09130304231936e-106	Endo	ZBTB38
PAM	1.15396748393346e-109	0.441551035180524	0.715	0.64	1.73729804706183e-105	Endo	PAM
IQCJ-SCHIP1	1.28279033338254e-108	0.55995308736216	0.285	0.172	1.93124084690742e-104	Endo	IQCJ-SCHIP1
USP15	2.25396863381453e-107	0.499599809677249	0.557	0.472	3.39334977820777e-103	Endo	USP15
